location,vaccine,total_vaccinations
Switzerland,Pfizer/BioNTech,22961
Switzerland,Moderna,9
Switzerland,Pfizer/BioNTech,30172
Switzerland,Moderna,9
Switzerland,Pfizer/BioNTech,38211
Switzerland,Moderna,13
Switzerland,Pfizer/BioNTech,40329
Switzerland,Moderna,13
Switzerland,Pfizer/BioNTech,40362
Switzerland,Moderna,32
Switzerland,Pfizer/BioNTech,47752
Switzerland,Moderna,121
Switzerland,Pfizer/BioNTech,58057
Switzerland,Moderna,330
Switzerland,Pfizer/BioNTech,68932
Switzerland,Moderna,682
Switzerland,Pfizer/BioNTech,79201
Switzerland,Moderna,1477
Switzerland,Pfizer/BioNTech,89182
Switzerland,Moderna,3803
Switzerland,Pfizer/BioNTech,91216
Switzerland,Moderna,3887
Switzerland,Pfizer/BioNTech,91796
Switzerland,Moderna,5535
Switzerland,Pfizer/BioNTech,102380
Switzerland,Moderna,10262
Switzerland,Pfizer/BioNTech,114952
Switzerland,Moderna,16952
Switzerland,Pfizer/BioNTech,128749
Switzerland,Moderna,25600
Switzerland,Pfizer/BioNTech,143353
Switzerland,Moderna,33677
Switzerland,Pfizer/BioNTech,155115
Switzerland,Moderna,37731
Switzerland,Pfizer/BioNTech,156877
Switzerland,Moderna,38347
Switzerland,Pfizer/BioNTech,157441
Switzerland,Moderna,48273
Switzerland,Pfizer/BioNTech,164809
Switzerland,Moderna,64698
Switzerland,Pfizer/BioNTech,173450
Switzerland,Moderna,81765
Switzerland,Pfizer/BioNTech,180735
Switzerland,Moderna,99646
Switzerland,Pfizer/BioNTech,189726
Switzerland,Moderna,111245
Switzerland,Pfizer/BioNTech,195764
Switzerland,Moderna,111245
Switzerland,Pfizer/BioNTech,195764
Switzerland,Moderna,111245
Switzerland,Pfizer/BioNTech,195764
Switzerland,Moderna,120786
Switzerland,Pfizer/BioNTech,202381
Switzerland,Moderna,132128
Switzerland,Pfizer/BioNTech,210658
Switzerland,Moderna,143470
Switzerland,Pfizer/BioNTech,218631
Switzerland,Moderna,153846
Switzerland,Pfizer/BioNTech,228876
Switzerland,Moderna,163160
Switzerland,Pfizer/BioNTech,239048
Switzerland,Moderna,164347
Switzerland,Pfizer/BioNTech,241200
Switzerland,Moderna,164923
Switzerland,Pfizer/BioNTech,241820
Switzerland,Moderna,172940
Switzerland,Pfizer/BioNTech,252344
Switzerland,Moderna,183415
Switzerland,Pfizer/BioNTech,267372
Switzerland,Moderna,195166
Switzerland,Pfizer/BioNTech,282547
Switzerland,Moderna,207066
Switzerland,Pfizer/BioNTech,298308
Switzerland,Moderna,220583
Switzerland,Pfizer/BioNTech,311315
Switzerland,Moderna,225743
Switzerland,Pfizer/BioNTech,313097
Switzerland,Moderna,226472
Switzerland,Pfizer/BioNTech,313711
Switzerland,Moderna,236084
Switzerland,Pfizer/BioNTech,323005
Switzerland,Moderna,249324
Switzerland,Pfizer/BioNTech,334785
Switzerland,Moderna,262205
Switzerland,Pfizer/BioNTech,346138
Switzerland,Moderna,277226
Switzerland,Pfizer/BioNTech,359742
Switzerland,Moderna,289455
Switzerland,Pfizer/BioNTech,372017
Switzerland,Moderna,294139
Switzerland,Pfizer/BioNTech,374573
Switzerland,Moderna,294912
Switzerland,Pfizer/BioNTech,375419
Switzerland,Moderna,306091
Switzerland,Pfizer/BioNTech,384165
Switzerland,Moderna,322226
Switzerland,Pfizer/BioNTech,394677
Switzerland,Moderna,339260
Switzerland,Pfizer/BioNTech,405927
Switzerland,Moderna,357018
Switzerland,Pfizer/BioNTech,417678
Switzerland,Moderna,372635
Switzerland,Pfizer/BioNTech,426784
Switzerland,Moderna,376791
Switzerland,Pfizer/BioNTech,429177
Switzerland,Moderna,377852
Switzerland,Pfizer/BioNTech,430103
Switzerland,Moderna,391097
Switzerland,Pfizer/BioNTech,439117
Switzerland,Moderna,406203
Switzerland,Pfizer/BioNTech,449971
Switzerland,Moderna,424030
Switzerland,Pfizer/BioNTech,464023
Switzerland,Moderna,443156
Switzerland,Pfizer/BioNTech,478473
Switzerland,Moderna,459196
Switzerland,Pfizer/BioNTech,491651
Switzerland,Moderna,462838
Switzerland,Pfizer/BioNTech,494315
Switzerland,Moderna,463660
Switzerland,Pfizer/BioNTech,495449
Switzerland,Moderna,475368
Switzerland,Pfizer/BioNTech,507186
Switzerland,Moderna,491293
Switzerland,Pfizer/BioNTech,521735
Switzerland,Moderna,506748
Switzerland,Pfizer/BioNTech,536500
Switzerland,Moderna,523298
Switzerland,Pfizer/BioNTech,552136
Switzerland,Moderna,537139
Switzerland,Pfizer/BioNTech,565836
Switzerland,Moderna,541314
Switzerland,Pfizer/BioNTech,567679
Switzerland,Moderna,541894
Switzerland,Pfizer/BioNTech,568547
Switzerland,Moderna,552004
Switzerland,Pfizer/BioNTech,579513
Switzerland,Moderna,564921
Switzerland,Pfizer/BioNTech,595491
Switzerland,Moderna,578723
Switzerland,Pfizer/BioNTech,613346
Switzerland,Moderna,593653
Switzerland,Pfizer/BioNTech,631838
Switzerland,Moderna,605992
Switzerland,Pfizer/BioNTech,647475
Switzerland,Moderna,609252
Switzerland,Pfizer/BioNTech,650393
Switzerland,Moderna,609394
Switzerland,Pfizer/BioNTech,651601
Switzerland,Moderna,620711
Switzerland,Pfizer/BioNTech,665123
Switzerland,Moderna,637264
Switzerland,Pfizer/BioNTech,680995
Switzerland,Moderna,656282
Switzerland,Pfizer/BioNTech,697152
Switzerland,Moderna,681334
Switzerland,Pfizer/BioNTech,711043
Switzerland,Moderna,702611
Switzerland,Pfizer/BioNTech,725877
Switzerland,Moderna,709384
Switzerland,Pfizer/BioNTech,729174
Switzerland,Moderna,710676
Switzerland,Pfizer/BioNTech,731474
Switzerland,Moderna,731149
Switzerland,Pfizer/BioNTech,744205
Switzerland,Moderna,756997
Switzerland,Pfizer/BioNTech,759838
Switzerland,Moderna,779782
Switzerland,Pfizer/BioNTech,775886
Switzerland,Moderna,803690
Switzerland,Pfizer/BioNTech,793603
Switzerland,Moderna,809012
Switzerland,Pfizer/BioNTech,798710
Switzerland,Moderna,811340
Switzerland,Pfizer/BioNTech,802841
Switzerland,Moderna,811958
Switzerland,Pfizer/BioNTech,803957
Switzerland,Moderna,814050
Switzerland,Pfizer/BioNTech,807757
Switzerland,Moderna,831481
Switzerland,Pfizer/BioNTech,828653
Switzerland,Moderna,852876
Switzerland,Pfizer/BioNTech,853802
Switzerland,Moderna,878583
Switzerland,Pfizer/BioNTech,880344
Switzerland,Moderna,904117
Switzerland,Pfizer/BioNTech,902616
Switzerland,Moderna,913237
Switzerland,Pfizer/BioNTech,908105
Switzerland,Moderna,915071
Switzerland,Pfizer/BioNTech,910396
Switzerland,Moderna,932919
Switzerland,Pfizer/BioNTech,937068
Switzerland,Moderna,956553
Switzerland,Pfizer/BioNTech,967688
Switzerland,Moderna,982251
Switzerland,Pfizer/BioNTech,999126
Switzerland,Moderna,1011023
Switzerland,Pfizer/BioNTech,1028848
Switzerland,Moderna,1038621
Switzerland,Pfizer/BioNTech,1056029
Switzerland,Moderna,1049709
Switzerland,Pfizer/BioNTech,1062955
Switzerland,Moderna,1051393
Switzerland,Pfizer/BioNTech,1067657
Switzerland,Moderna,1072442
Switzerland,Pfizer/BioNTech,1098381
Switzerland,Moderna,1102631
Switzerland,Pfizer/BioNTech,1132344
Switzerland,Moderna,1136781
Switzerland,Pfizer/BioNTech,1165976
Switzerland,Moderna,1179614
Switzerland,Pfizer/BioNTech,1197943
Switzerland,Moderna,1214400
Switzerland,Pfizer/BioNTech,1229785
Switzerland,Moderna,1232394
Switzerland,Pfizer/BioNTech,1239164
Switzerland,Moderna,1238038
Switzerland,Pfizer/BioNTech,1245584
Switzerland,Moderna,1267786
Switzerland,Pfizer/BioNTech,1272996
Switzerland,Moderna,1308938
Switzerland,Pfizer/BioNTech,1306551
Switzerland,Moderna,1347857
Switzerland,Pfizer/BioNTech,1341491
Switzerland,Moderna,1388946
Switzerland,Pfizer/BioNTech,1373693
Switzerland,Moderna,1424866
Switzerland,Pfizer/BioNTech,1402325
Switzerland,Moderna,1442310
Switzerland,Pfizer/BioNTech,1415028
Switzerland,Moderna,1448598
Switzerland,Pfizer/BioNTech,1421367
Switzerland,Moderna,1477190
Switzerland,Pfizer/BioNTech,1453761
Switzerland,Moderna,1516939
Switzerland,Pfizer/BioNTech,1490338
Switzerland,Moderna,1561984
Switzerland,Pfizer/BioNTech,1524325
Switzerland,Moderna,1617332
Switzerland,Pfizer/BioNTech,1559845
Switzerland,Moderna,1673922
Switzerland,Pfizer/BioNTech,1589403
Switzerland,Moderna,1699749
Switzerland,Pfizer/BioNTech,1604162
Switzerland,Moderna,1710166
Switzerland,Pfizer/BioNTech,1609844
Switzerland,Moderna,1758563
Switzerland,Pfizer/BioNTech,1642721
Switzerland,Moderna,1817054
Switzerland,Pfizer/BioNTech,1680583
Switzerland,Moderna,1877807
Switzerland,Pfizer/BioNTech,1717973
Switzerland,Moderna,1906491
Switzerland,Pfizer/BioNTech,1735305
Switzerland,Moderna,1958953
Switzerland,Pfizer/BioNTech,1764821
Switzerland,Moderna,1988440
Switzerland,Pfizer/BioNTech,1779496
Switzerland,Moderna,2000065
Switzerland,Pfizer/BioNTech,1786890
Switzerland,Moderna,2051455
Switzerland,Pfizer/BioNTech,1820273
Switzerland,Moderna,2114849
Switzerland,Pfizer/BioNTech,1857725
Switzerland,Moderna,2183183
Switzerland,Pfizer/BioNTech,1892286
Switzerland,Moderna,2258754
Switzerland,Pfizer/BioNTech,1926788
Switzerland,Moderna,2327246
Switzerland,Pfizer/BioNTech,1960701
Switzerland,Moderna,2361068
Switzerland,Pfizer/BioNTech,1974574
Switzerland,Moderna,2375052
Switzerland,Pfizer/BioNTech,1979322
Switzerland,Moderna,2409305
Switzerland,Pfizer/BioNTech,1995641
Switzerland,Moderna,2475524
Switzerland,Pfizer/BioNTech,2031518
Switzerland,Moderna,2546977
Switzerland,Pfizer/BioNTech,2067635
Switzerland,Moderna,2623353
Switzerland,Pfizer/BioNTech,2100030
Switzerland,Moderna,2695903
Switzerland,Pfizer/BioNTech,2133220
Switzerland,Moderna,2734492
Switzerland,Pfizer/BioNTech,2149205
Switzerland,Moderna,2750080
Switzerland,Pfizer/BioNTech,2158273
Switzerland,Moderna,2809748
Switzerland,Pfizer/BioNTech,2192371
Switzerland,Moderna,2883215
Switzerland,Pfizer/BioNTech,2227868
Switzerland,Moderna,2965291
Switzerland,Pfizer/BioNTech,2258787
Switzerland,Moderna,3044649
Switzerland,Pfizer/BioNTech,2283295
Switzerland,Moderna,3130899
Switzerland,Pfizer/BioNTech,2308615
Switzerland,Moderna,3186658
Switzerland,Pfizer/BioNTech,2326588
Switzerland,Moderna,3206817
Switzerland,Pfizer/BioNTech,2334137
Switzerland,Moderna,3285537
Switzerland,Pfizer/BioNTech,2357649
Switzerland,Moderna,3373378
Switzerland,Pfizer/BioNTech,2382307
Switzerland,Moderna,3462234
Switzerland,Pfizer/BioNTech,2406661
Switzerland,Moderna,3546347
Switzerland,Pfizer/BioNTech,2428636
Switzerland,Moderna,3629893
Switzerland,Pfizer/BioNTech,2453813
Switzerland,Moderna,3683573
Switzerland,Pfizer/BioNTech,2471399
Switzerland,Moderna,3702888
Switzerland,Pfizer/BioNTech,2478880
Switzerland,Moderna,3779426
Switzerland,Pfizer/BioNTech,2500607
Switzerland,Moderna,3863262
Switzerland,Pfizer/BioNTech,2521474
Switzerland,Moderna,3948550
Switzerland,Pfizer/BioNTech,2539894
Switzerland,Moderna,4036937
Switzerland,Pfizer/BioNTech,2558424
Switzerland,Moderna,4119953
Switzerland,Pfizer/BioNTech,2578363
Switzerland,Moderna,4167639
Switzerland,Pfizer/BioNTech,2593946
Switzerland,Moderna,4183630
Switzerland,Pfizer/BioNTech,2598779
Switzerland,Moderna,4254910
Switzerland,Pfizer/BioNTech,2615797
Switzerland,Moderna,4331520
Switzerland,Pfizer/BioNTech,2631711
Switzerland,Moderna,4406891
Switzerland,Pfizer/BioNTech,2646448
Switzerland,Moderna,4480615
Switzerland,Pfizer/BioNTech,2661352
Switzerland,Moderna,4551098
Switzerland,Pfizer/BioNTech,2678472
Switzerland,Moderna,4591760
Switzerland,Pfizer/BioNTech,2688616
Switzerland,Moderna,4605293
Switzerland,Pfizer/BioNTech,2693391
Switzerland,Moderna,4667823
Switzerland,Pfizer/BioNTech,2705753
Switzerland,Moderna,4733041
Switzerland,Pfizer/BioNTech,2719952
Switzerland,Moderna,4802162
Switzerland,Pfizer/BioNTech,2733908
Switzerland,Moderna,4863092
Switzerland,Pfizer/BioNTech,2745868
Switzerland,Moderna,4926623
Switzerland,Pfizer/BioNTech,2756576
Switzerland,Moderna,4966388
Switzerland,Pfizer/BioNTech,2764267
Switzerland,Moderna,4978224
Switzerland,Pfizer/BioNTech,2767375
Switzerland,Moderna,5037371
Switzerland,Pfizer/BioNTech,2779885
Switzerland,Moderna,5099075
Switzerland,Pfizer/BioNTech,2791475
Switzerland,Moderna,5157606
Switzerland,Pfizer/BioNTech,2803495
Switzerland,Moderna,5217287
Switzerland,Pfizer/BioNTech,2815437
Switzerland,Moderna,5274324
Switzerland,Pfizer/BioNTech,2829168
Switzerland,Moderna,5307116
Switzerland,Pfizer/BioNTech,2838507
Switzerland,Moderna,5316521
Switzerland,Pfizer/BioNTech,2840794
Switzerland,Moderna,5371467
Switzerland,Pfizer/BioNTech,2855405
Switzerland,Moderna,5427313
Switzerland,Pfizer/BioNTech,2868518
Switzerland,Moderna,5477007
Switzerland,Pfizer/BioNTech,2880889
Switzerland,Moderna,5527773
Switzerland,Pfizer/BioNTech,2891273
Switzerland,Moderna,5577432
Switzerland,Pfizer/BioNTech,2902323
Switzerland,Moderna,5603226
Switzerland,Pfizer/BioNTech,2909739
Switzerland,Moderna,5609690
Switzerland,Pfizer/BioNTech,2911141
Switzerland,Moderna,5659599
Switzerland,Pfizer/BioNTech,2925353
Switzerland,Moderna,5704599
Switzerland,Pfizer/BioNTech,2936002
Switzerland,Moderna,5744794
Switzerland,Pfizer/BioNTech,2945433
Switzerland,Moderna,5780663
Switzerland,Pfizer/BioNTech,2954667
Switzerland,Moderna,5818807
Switzerland,Pfizer/BioNTech,2965117
Switzerland,Moderna,5838800
Switzerland,Pfizer/BioNTech,2970765
Switzerland,Moderna,5842832
Switzerland,Pfizer/BioNTech,2971628
Switzerland,Moderna,5876431
Switzerland,Pfizer/BioNTech,2981079
Switzerland,Moderna,5904245
Switzerland,Pfizer/BioNTech,2989064
Switzerland,Moderna,5927509
Switzerland,Pfizer/BioNTech,2997728
Switzerland,Moderna,5950809
Switzerland,Pfizer/BioNTech,3005447
Switzerland,Moderna,5974370
Switzerland,Pfizer/BioNTech,3014066
Switzerland,Moderna,5982195
Switzerland,Pfizer/BioNTech,3017667
Switzerland,Moderna,5982655
Switzerland,Pfizer/BioNTech,3018681
Switzerland,Moderna,5996753
Switzerland,Pfizer/BioNTech,3026451
Switzerland,Moderna,6016945
Switzerland,Pfizer/BioNTech,3033022
Switzerland,Moderna,6033034
Switzerland,Pfizer/BioNTech,3041027
Switzerland,Moderna,6050878
Switzerland,Pfizer/BioNTech,3048488
Switzerland,Moderna,6071231
Switzerland,Pfizer/BioNTech,3056257
Switzerland,Moderna,6076732
Switzerland,Pfizer/BioNTech,3059985
Switzerland,Moderna,6077068
Switzerland,Pfizer/BioNTech,3060474
Switzerland,Moderna,6091644
Switzerland,Pfizer/BioNTech,3067815
Switzerland,Moderna,6107218
Switzerland,Pfizer/BioNTech,3074718
Switzerland,Moderna,6121521
Switzerland,Pfizer/BioNTech,3084232
Switzerland,Moderna,6139378
Switzerland,Pfizer/BioNTech,3092281
Switzerland,Moderna,6159117
Switzerland,Pfizer/BioNTech,3100208
Switzerland,Moderna,6165503
Switzerland,Pfizer/BioNTech,3104267
Switzerland,Moderna,6165784
Switzerland,Pfizer/BioNTech,3104559
Switzerland,Moderna,6179656
Switzerland,Pfizer/BioNTech,3112265
Switzerland,Moderna,6194658
Switzerland,Pfizer/BioNTech,3120670
Switzerland,Moderna,6210607
Switzerland,Pfizer/BioNTech,3131256
Switzerland,Moderna,6228257
Switzerland,Pfizer/BioNTech,3139411
Switzerland,Moderna,6250519
Switzerland,Pfizer/BioNTech,3148953
Switzerland,Moderna,6257368
Switzerland,Pfizer/BioNTech,3154088
Switzerland,Moderna,6257764
Switzerland,Pfizer/BioNTech,3154564
Switzerland,Moderna,6271843
Switzerland,Pfizer/BioNTech,3162849
Switzerland,Moderna,6287347
Switzerland,Pfizer/BioNTech,3171661
Switzerland,Moderna,6303010
Switzerland,Pfizer/BioNTech,3184583
Switzerland,Moderna,6323137
Switzerland,Pfizer/BioNTech,3193529
Switzerland,Moderna,6348276
Switzerland,Pfizer/BioNTech,3202695
Switzerland,Moderna,6357991
Switzerland,Pfizer/BioNTech,3210322
Switzerland,Moderna,6359622
Switzerland,Pfizer/BioNTech,3210608
Switzerland,Moderna,6372699
Switzerland,Pfizer/BioNTech,3220122
Switzerland,Moderna,6388426
Switzerland,Pfizer/BioNTech,3228170
Switzerland,Moderna,6402254
Switzerland,Pfizer/BioNTech,3242168
Switzerland,Moderna,6420297
Switzerland,Pfizer/BioNTech,3251450
Switzerland,Moderna,6441714
Switzerland,Pfizer/BioNTech,3262150
Switzerland,Moderna,6450522
Switzerland,Pfizer/BioNTech,3269670
Switzerland,Moderna,6451650
Switzerland,Pfizer/BioNTech,3271157
Switzerland,Moderna,6466384
Switzerland,Pfizer/BioNTech,3279603
Switzerland,Moderna,6482446
Switzerland,Pfizer/BioNTech,3287754
Switzerland,Moderna,6499402
Switzerland,Pfizer/BioNTech,3302569
Switzerland,Moderna,6522310
Switzerland,Pfizer/BioNTech,3312596
United States,Moderna,3835859
United States,Pfizer/BioNTech,5488697
United States,Moderna,4249795
United States,Pfizer/BioNTech,6025872
United States,Moderna,5122662
United States,Pfizer/BioNTech,7153268
United States,Moderna,6828561
United States,Pfizer/BioNTech,8874811
United States,Moderna,7239750
United States,Pfizer/BioNTech,9281063
United States,Moderna,7724683
United States,Pfizer/BioNTech,9817027
United States,Moderna,8407909
United States,Pfizer/BioNTech,10695066
United States,Moderna,9061112
United States,Pfizer/BioNTech,11471457
United States,Moderna,9689497
United States,Pfizer/BioNTech,12153536
United States,Moderna,10084432
United States,Pfizer/BioNTech,12551999
United States,Moderna,10431466
United States,Pfizer/BioNTech,13009981
United States,Moderna,11001991
United States,Pfizer/BioNTech,13550835
United States,Moderna,11737592
United States,Pfizer/BioNTech,14355980
United States,Moderna,12619210
United States,Pfizer/BioNTech,15164858
United States,Moderna,13499942
United States,Pfizer/BioNTech,15977015
United States,Moderna,14246089
United States,Pfizer/BioNTech,16775916
United States,Moderna,14756609
United States,Pfizer/BioNTech,17364398
United States,Moderna,15006565
United States,Pfizer/BioNTech,17672866
United States,Moderna,15567188
United States,Pfizer/BioNTech,18209204
United States,Moderna,16260102
United States,Pfizer/BioNTech,18841309
United States,Moderna,17133644
United States,Pfizer/BioNTech,19582865
United States,Moderna,18336515
United States,Pfizer/BioNTech,20598212
United States,Moderna,19485089
United States,Pfizer/BioNTech,21622193
United States,Moderna,20066305
United States,Pfizer/BioNTech,22247484
United States,Moderna,20416765
United States,Pfizer/BioNTech,22685406
United States,Moderna,21189540
United States,Pfizer/BioNTech,23475749
United States,Moderna,22038088
United States,Pfizer/BioNTech,24246868
United States,Moderna,23111715
United States,Pfizer/BioNTech,25192628
United States,Moderna,24297615
United States,Pfizer/BioNTech,26237417
United States,Moderna,25505313
United States,Pfizer/BioNTech,27271797
United States,Moderna,26738383
United States,Pfizer/BioNTech,28374410
United States,Moderna,27287041
United States,Pfizer/BioNTech,28886690
United States,Moderna,28043413
United States,Pfizer/BioNTech,29585627
United States,Moderna,29044336
United States,Pfizer/BioNTech,30431247
United States,Moderna,29909492
United States,Pfizer/BioNTech,31270062
United States,Moderna,30747615
United States,Pfizer/BioNTech,32232422
United States,Moderna,31212925
United States,Pfizer/BioNTech,32853883
United States,Moderna,31569021
United States,Pfizer/BioNTech,33352170
United States,Moderna,32194245
United States,Pfizer/BioNTech,34159027
United States,Moderna,33066503
United States,Pfizer/BioNTech,35095003
United States,Moderna,34181226
United States,Pfizer/BioNTech,36159403
United States,Moderna,35422721
United States,Pfizer/BioNTech,37269195
United States,Moderna,36694414
United States,Pfizer/BioNTech,38426567
United States,Moderna,37522293
United States,Pfizer/BioNTech,39262524
United States,Moderna,38319678
United States,Pfizer/BioNTech,40196532
United States,Moderna,39248180
United States,Pfizer/BioNTech,41175807
United States,Moderna,40261524
United States,Pfizer/BioNTech,42193285
United States,Moderna,41507728
United States,Pfizer/BioNTech,43373717
United States,Moderna,42977312
United States,Pfizer/BioNTech,44774584
United States,Moderna,44195607
United States,Pfizer/BioNTech,45932122
United States,Johnson&Johnson,208590
United States,Moderna,44936695
United States,Pfizer/BioNTech,46824290
United States,Johnson&Johnson,308181
United States,Moderna,45635740
United States,Pfizer/BioNTech,47628226
United States,Johnson&Johnson,458911
United States,Moderna,46535646
United States,Pfizer/BioNTech,48605159
United States,Johnson&Johnson,638469
United States,Moderna,47733656
United States,Pfizer/BioNTech,49708920
United States,Johnson&Johnson,873726
United States,Moderna,49169578
United States,Pfizer/BioNTech,50960400
United States,Johnson&Johnson,1189207
United States,Moderna,51292130
United States,Pfizer/BioNTech,53096054
United States,Johnson&Johnson,1273958
United States,Moderna,51951820
United States,Pfizer/BioNTech,53708091
United States,Johnson&Johnson,1428465
United States,Moderna,52883263
United States,Pfizer/BioNTech,54643581
United States,Johnson&Johnson,1569675
United States,Moderna,53647312
United States,Pfizer/BioNTech,55393141
United States,Johnson&Johnson,1766131
United States,Moderna,54643195
United States,Pfizer/BioNTech,56499018
United States,Johnson&Johnson,1911052
United States,Moderna,55811286
United States,Pfizer/BioNTech,57876875
United States,Johnson&Johnson,2025349
United States,Moderna,56941640
United States,Pfizer/BioNTech,59214724
United States,Johnson&Johnson,2163681
United States,Moderna,58294583
United States,Pfizer/BioNTech,60849627
United States,Johnson&Johnson,2298614
United States,Moderna,59518840
United States,Pfizer/BioNTech,62529418
United States,Johnson&Johnson,2406337
United States,Moderna,60275003
United States,Pfizer/BioNTech,63693721
United States,Johnson&Johnson,2489153
United States,Moderna,60913292
United States,Pfizer/BioNTech,64679659
United States,Johnson&Johnson,2622182
United States,Moderna,61719260
United States,Pfizer/BioNTech,65995871
United States,Johnson&Johnson,2734367
United States,Moderna,62877755
United States,Pfizer/BioNTech,67555076
United States,Johnson&Johnson,2863246
United States,Moderna,64313721
United States,Pfizer/BioNTech,69368232
United States,Johnson&Johnson,2982453
United States,Moderna,65811340
United States,Pfizer/BioNTech,71246219
United States,Johnson&Johnson,3090712
United States,Moderna,67249447
United States,Pfizer/BioNTech,72981111
United States,Johnson&Johnson,3155418
United States,Moderna,68177850
United States,Pfizer/BioNTech,74338025
United States,Johnson&Johnson,3215657
United States,Moderna,68858013
United States,Pfizer/BioNTech,75386890
United States,Johnson&Johnson,3307113
United States,Moderna,69930956
United States,Pfizer/BioNTech,76891912
United States,Johnson&Johnson,3429880
United States,Moderna,71338865
United States,Pfizer/BioNTech,78717917
United States,Johnson&Johnson,3617377
United States,Moderna,72997571
United States,Pfizer/BioNTech,80845236
United States,Johnson&Johnson,3840647
United States,Moderna,74713387
United States,Pfizer/BioNTech,82986550
United States,Johnson&Johnson,4054089
United States,Moderna,76038933
United States,Pfizer/BioNTech,84810406
United States,Johnson&Johnson,4204015
United States,Moderna,76791212
United States,Pfizer/BioNTech,86041963
United States,Johnson&Johnson,4299901
United States,Moderna,77285350
United States,Pfizer/BioNTech,86855993
United States,Johnson&Johnson,4544552
United States,Moderna,78315776
United States,Pfizer/BioNTech,88463874
United States,Johnson&Johnson,4917225
United States,Moderna,79551820
United States,Pfizer/BioNTech,90256586
United States,Johnson&Johnson,5382365
United States,Moderna,80944104
United States,Pfizer/BioNTech,92355733
United States,Johnson&Johnson,5972101
United States,Moderna,82622178
United States,Pfizer/BioNTech,94715143
United States,Johnson&Johnson,6453740
United States,Moderna,83847244
United States,Pfizer/BioNTech,96586783
United States,Johnson&Johnson,6859877
United States,Moderna,84694388
United States,Pfizer/BioNTech,97978125
United States,Johnson&Johnson,7233726
United States,Moderna,85435687
United States,Pfizer/BioNTech,99453295
United States,Johnson&Johnson,7517671
United States,Moderna,86221076
United States,Pfizer/BioNTech,100891617
United States,Johnson&Johnson,7736781
United States,Moderna,87539652
United States,Pfizer/BioNTech,102877491
United States,Johnson&Johnson,7848027
United States,Moderna,89199649
United States,Pfizer/BioNTech,105070417
United States,Johnson&Johnson,7902746
United States,Moderna,90718986
United States,Pfizer/BioNTech,107083884
United States,Johnson&Johnson,7935549
United States,Moderna,92181455
United States,Pfizer/BioNTech,109122092
United States,Johnson&Johnson,7949021
United States,Moderna,93002433
United States,Pfizer/BioNTech,110461905
United States,Johnson&Johnson,7961251
United States,Moderna,93672874
United States,Pfizer/BioNTech,111585824
United States,Johnson&Johnson,7993255
United States,Moderna,94684047
United States,Pfizer/BioNTech,113104771
United States,Johnson&Johnson,8018365
United States,Moderna,95913701
United States,Pfizer/BioNTech,114844028
United States,Johnson&Johnson,8040727
United States,Moderna,97353734
United States,Pfizer/BioNTech,116754631
United States,Johnson&Johnson,8058239
United States,Moderna,98778973
United States,Pfizer/BioNTech,118628496
United States,Johnson&Johnson,8079863
United States,Moderna,100031926
United States,Pfizer/BioNTech,120373717
United States,Johnson&Johnson,8087269
United States,Moderna,100830533
United States,Pfizer/BioNTech,121674501
United States,Johnson&Johnson,8097650
United States,Moderna,101463903
United States,Pfizer/BioNTech,122669679
United States,Johnson&Johnson,8124392
United States,Moderna,102356935
United States,Pfizer/BioNTech,123980028
United States,Johnson&Johnson,8166410
United States,Moderna,103474188
United States,Pfizer/BioNTech,125540172
United States,Johnson&Johnson,8231139
United States,Moderna,104613893
United States,Pfizer/BioNTech,127133399
United States,Johnson&Johnson,8318546
United States,Moderna,105947940
United States,Pfizer/BioNTech,129013657
United States,Johnson&Johnson,8374395
United States,Moderna,106780082
United States,Pfizer/BioNTech,130252779
United States,Johnson&Johnson,8409505
United States,Moderna,107155797
United States,Pfizer/BioNTech,131030537
United States,Johnson&Johnson,8449067
United States,Moderna,107477821
United States,Pfizer/BioNTech,131657484
United States,Johnson&Johnson,8516437
United States,Moderna,108142826
United States,Pfizer/BioNTech,132721153
United States,Johnson&Johnson,8627243
United States,Moderna,109041458
United States,Pfizer/BioNTech,134116885
United States,Johnson&Johnson,8739657
United States,Moderna,110124671
United States,Pfizer/BioNTech,135725061
United States,Johnson&Johnson,8844369
United States,Moderna,111094349
United States,Pfizer/BioNTech,137216849
United States,Johnson&Johnson,8933802
United States,Moderna,111933191
United States,Pfizer/BioNTech,138657097
United States,Johnson&Johnson,9038423
United States,Moderna,112529278
United States,Pfizer/BioNTech,139838655
United States,Johnson&Johnson,9188411
United States,Moderna,112990115
United States,Pfizer/BioNTech,140760689
United States,Johnson&Johnson,9266062
United States,Moderna,113582961
United States,Pfizer/BioNTech,141636737
United States,Johnson&Johnson,9352742
United States,Moderna,114354242
United States,Pfizer/BioNTech,142692755
United States,Johnson&Johnson,9431604
United States,Moderna,115127784
United States,Pfizer/BioNTech,143680891
United States,Johnson&Johnson,9558399
United States,Moderna,116066454
United States,Pfizer/BioNTech,145007116
United States,Johnson&Johnson,9637126
United States,Moderna,116798390
United States,Pfizer/BioNTech,146288690
United States,Johnson&Johnson,9697720
United States,Moderna,117247242
United States,Pfizer/BioNTech,147265442
United States,Johnson&Johnson,9751200
United States,Moderna,117620781
United States,Pfizer/BioNTech,147961277
United States,Johnson&Johnson,9836616
United States,Moderna,118181211
United States,Pfizer/BioNTech,149068615
United States,Johnson&Johnson,9944636
